
-- -----------------------------------------------------
-- Data for table `medlink`.`medicine`
-- -----------------------------------------------------
START TRANSACTION;
USE `medlink`;
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (0, 'Risedronate', 0, 0);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (173, 'Loratadine', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (174, 'Desloratadine', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (175, 'Fexofenadine', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (176, 'Olopatadine', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (177, 'Azelastine', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (178, 'Epinephrine', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (179, 'Cyclosporine (ophthalmic)', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (180, 'Timolol', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (181, 'Brimonidine', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (182, 'Brimonidine/timolol', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (183, 'Dorzolamide', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (184, 'Bimatoprost', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (185, 'Latanoprost', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (186, 'Travoprost', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (187, 'Hydrocodone/chlorpheniramine', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (188, 'Benzonatate', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (189, 'Guaifenesin', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (190, 'Dextromethorphan', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (191, 'Pseudoephedrine', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (192, 'Clonazepam', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (193, 'Lorazepam', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (194, 'Diazepam', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (195, 'Alprazolam', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (196, 'Amitriptyline', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (197, 'Nortriptyline', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (198, 'Trazodone', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (199, 'Mirtazapine', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (200, 'Bupropion', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (201, 'Fluoxetine', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (202, 'Sertraline', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (203, 'Paroxetine', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (204, 'Citalopram', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (205, 'Escitalopram', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (206, 'Zolpidem', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (207, 'Eszopiclone', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (208, 'Methylphenidate', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (209, 'Amphetamine/dextroamphetamine', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (210, 'Lisdexamfetamine', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (211, 'Atomoxetine', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (212, 'Modafinil', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (213, 'Venlafaxine', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (214, 'Desvenlafaxine', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (215, 'Duloxetine', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (216, 'Olanzapine', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (217, 'Quetiapine', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (218, 'Risperidone', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (219, 'Ziprasidone', 0, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (220, 'Aripiprazole', 1, 8);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (221, 'Epoetin alfa', 1, 9);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (222, 'Darbepoetin', 1, 9);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (223, 'Cinacalcet', 0, 9);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (224, 'Sevelamer carbonate', 1, 9);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (225, 'Potassium chloride', 0, 9);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (226, 'Sildenafil', 0, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (227, 'Vardenafil', 0, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (228, 'Tadalafil', 0, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (229, 'Tolterodine', 0, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (230, 'Solifenacin', 1, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (231, 'Darifenacin', 1, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (232, 'Dutasteride', 0, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (233, 'Finasteride', 1, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (234, 'Terazosin', 1, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (235, 'Doxazosin', 1, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (236, 'Alfuzosin', 1, 10);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (237, 'Tamsulosin', 1, 10);

COMMIT;
